40 15 10 15 35 15 25 35 15 35 35 35 35 100 100 100 100 100
2.00 3.61 3.00 4.24 5.10 5.39 7.00 7.28 10.20 10.05 26.25 24.04 28.60 27.73 30.23 27.89 30.81 32.31 23.43 21.93 23.35 21.40 26.91 25.61 18.68 30.81 59.03 31.32 7.00 58.18 30.41 55.08 57.01 60.42 54.57
5.00 3.61 5.83 5.10 6.40 7.28 7.00 10.77 10.05 25.00 23.54 27.46 26.93 29.15 27.46 30.41 31.62 25.00 23.43 24.76 22.67 28.28 26.91 20.62 30.41 60.84 31.95 9.00 60.01 30.15 57.01 58.87 62.18 56.52
2.00 1.00 3.61 2.00 4.47 5.66 7.00 7.62 25.50 21.93 27.59 26.08 29.07 25.63 28.46 30.41 20.00 18.44 19.80 17.80 23.35 22.02 16.12 28.46 55.95 27.89 5.83 55.15 27.89 52.39 54.08 57.25 51.97
3.00 2.24 2.83 4.00 4.47 7.28 7.07 24.04 21.19 26.25 25.06 27.80 25.00 27.89 29.55 21.63 20.00 21.26 19.10 24.76 23.35 18.11 27.89 57.78 28.46 7.62 57.01 27.46 54.34 55.97 59.03 53.94
4.47 2.24 5.00 6.40 7.07 8.06 26.25 22.36 28.28 26.63 29.73 26.00 28.79 30.89 19.21 17.69 19.10 17.20 22.67 21.40 15.13 28.79 55.04 27.66 5.00 54.23 28.16 51.42 53.14 56.36 50.99
3.00 2.24 2.24 5.83 5.00 21.93 18.97 24.08 22.83 25.61 22.80 25.71 27.31 21.47 19.72 20.81 18.44 24.21 22.67 19.00 25.71 57.94 26.93 9.43 57.25 25.32 54.92 56.32 59.09 54.59
2.83 4.47 5.00 5.83 24.21 20.12 26.17 24.41 27.59 23.77 26.57 28.65 18.87 17.20 18.44 16.28 21.93 20.52 16.00 26.57 55.15 25.96 7.07 54.42 25.96 51.97 53.45 56.36 51.62
2.00 3.61 3.16 21.40 17.46 23.35 21.63 24.76 21.19 24.04 25.94 19.70 17.89 18.87 16.40 22.20 20.62 18.11 24.04 56.30 24.70 9.90 55.66 23.54 53.60 54.82 57.38 53.34
5.00 3.16 19.85 16.76 21.93 20.59 23.43 20.62 23.54 25.08 21.54 19.70 20.59 18.03 23.85 22.20 20.10 23.54 58.19 25.50 11.40 57.57 23.19 55.58 56.75 59.24 55.33
3.00 21.47 15.81 23.02 20.52 24.21 19.24 21.93 24.41 16.76 14.87 15.65 13.04 18.87 17.20 16.76 21.93 53.45 21.19 11.18 52.89 21.19 51.24 52.17 54.42 51.09
18.87 14.32 20.62 18.60 21.93 18.03 20.88 22.83 19.65 17.72 18.38 15.65 21.47 19.72 19.65 20.88 56.32 22.36 12.81 55.79 20.40 54.23 55.11 57.25 54.08
10.44 3.00 7.07 5.00 12.21 14.14 11.18 35.36 33.38 33.14 30.15 35.00 33.00 38.08 14.14 70.26 27.86 31.24 70.11 15.62 70.18 70.01 70.58 70.35
10.00 5.39 10.20 4.00 7.00 8.60 26.25 24.35 23.77 20.88 25.18 23.19 30.81 7.00 60.07 17.46 26.93 60.01 7.28 60.53 60.03 60.30 60.83
5.39 2.00 10.77 12.21 8.60 35.90 33.96 33.54 30.59 35.13 33.14 39.36 12.21 70.06 26.93 33.24 70.01 13.89 70.46 70.03 70.26 70.71
5.00 5.39 7.07 5.00 31.62 29.73 29.12 26.25 30.41 28.44 36.06 7.07 65.01 21.59 31.40 65.01 8.60 65.76 65.12 65.12 66.10
10.20 11.18 7.07 36.40 34.48 33.96 31.05 35.36 33.38 40.31 11.18 70.01 26.48 34.66 70.01 13.00 70.71 70.11 70.11 71.02
3.00 5.83 27.73 25.94 25.08 22.36 25.96 24.04 33.30 3.00 60.01 16.28 30.41 60.07 3.61 61.19 60.30 60.03 61.61
5.00 29.15 27.46 26.42 23.85 26.93 25.08 35.36 0.00 60.13 16.00 33.11 60.30 2.00 61.85 60.67 60.01 62.36
33.54 31.76 30.87 28.18 31.62 29.73 39.05 5.00 65.12 21.00 35.51 65.28 7.00 66.71 65.62 65.01 67.19
2.00 2.83 5.39 5.00 5.39 10.00 29.15 36.69 17.49 18.60 36.14 27.46 35.00 35.51 37.70 35.06
2.00 3.61 5.39 5.00 10.20 27.46 38.60 16.55 17.49 38.08 25.81 37.00 37.48 39.56 37.05
3.00 3.61 3.00 12.17 26.42 38.08 14.76 19.24 37.66 24.70 37.05 37.22 38.90 37.22
5.83 4.24 13.00 23.85 41.00 13.60 18.03 40.61 22.20 40.05 40.20 41.76 40.20
2.00 15.00 26.93 35.51 13.45 22.83 35.23 25.08 35.36 35.01 36.14 35.69
15.13 25.08 37.48 12.21 21.93 37.22 23.26 37.34 37.01 38.08 37.66
46 172
471 581
829 965
548 692
912 1064
653 771
743 867
991 1127
917 1081
746 878
834 976
149 255
986 1115
231 359
722 812
329 445
594 750
534 624
426 542
10 130
11 135
43 161
13 127
38 172
121 269
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
0 1236
35.36 40.82 26.57 12.08 39.82 33.97 36.40 38.48 42.44 35.90 0 0 0 0 0
10 30 10 10 10 20 20 20 10 10 10 20 30 10 40 40 20 20 10 10 20 20 10 10 40
